Station Address,City,State/Province,Transaction Date,Transaction Start Time,   Charging Time (minutes)   , Energy (kWh) , GHG Savings (kg) , Gasoline Savings (gallons) ,Port Type
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/14/2019,2:57 PM,90,8.51,3.57,1.07,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/14/2019,1:39 PM,152,15.01,6.3,1.88,Level 2
"Moreelsepark 2, 3511 EP",Utrecht,Utrecht,9/14/2019,4:04 PM,   -     , -   , -   , -   ,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/14/2019,2:50 PM,56,2.92,1.23,0.37,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/14/2019,12:35 PM,153,14.72,6.18,1.85,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/14/2019,1:28 PM,   -     , -   , -   , -   ,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,9/14/2019,1:05 PM,78,7.72,3.24,0.97,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/14/2019,10:44 AM,145,8.18,3.44,1.03,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/14/2019,11:08 AM,103,5.25,2.2,0.66,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/14/2019,11:56 AM,88,9.17,3.85,1.15,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/14/2019,10:54 AM,110,4.37,1.84,0.55,Level 2
"Moreelsepark 2, 3511 EP",Utrecht,Utrecht,9/14/2019,11:15 AM,94,7.6,3.19,0.95,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/14/2019,10:11 AM,156,11.07,4.65,1.39,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/14/2019,11:26 AM,52,2.92,1.23,0.37,Level 2
"Moreelsepark 2, 3511 EP",Utrecht,Utrecht,9/14/2019,10:49 AM,58,4.17,1.75,0.52,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/14/2019,10:33 AM,60,0.21,0.09,0.03,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/14/2019,8:54 AM,148,9.82,4.12,1.23,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,9/14/2019,8:30 AM,130,6.82,2.87,0.86,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,9/14/2019,8:10 AM,136,16.03,6.73,2.01,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/14/2019,8:50 AM,75,4.38,1.84,0.55,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/14/2019,8:45 AM,74,7.29,3.06,0.92,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,9/14/2019,7:45 AM,117,8.91,3.74,1.12,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/15/2019,4:04 PM,211,15.61,6.56,1.96,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/15/2019,8:37 PM,   -     , -   , -   , -   ,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/15/2019,7:00 PM,96,9.59,4.03,1.2,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/15/2019,6:59 PM,  -    , -   , -   , -   ,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,9/15/2019,5:41 PM,90,9.18,3.86,1.15,Level 2
"Moreelsepark 2, 3511 EP",Utrecht,Utrecht,9/15/2019,5:05 PM,77,6.98,2.93,0.88,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/15/2019,6:04 PM,44,2.42,1.02,0.3,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/15/2019,4:49 PM,98,9.69,4.07,1.22,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/15/2019,2:52 PM,184,17.82,7.48,2.24,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,9/15/2019,5:02 PM,53,2.92,1.23,0.37,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,9/15/2019,2:50 PM,172,9.09,3.82,1.14,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/15/2019,4:17 PM,48,2.71,1.14,0.34,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,9/15/2019,9:20 AM,199,14.36,6.03,1.8,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/15/2019,2:29 PM,74,0,0, -   ,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/15/2019,1:44 PM,117,10.88,4.57,1.37,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/15/2019,12:03 PM,162,11.77,4.94,1.48,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/15/2019,9:17 AM,219,13.03,5.47,1.64,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/15/2019,12:20 PM,91,7.97,3.35,1,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/15/2019,8:44 AM,119,6.14,2.58,0.77,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/15/2019,11:51 AM,84,5.32,2.23,0.67,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/15/2019,10:53 AM,127,12.84,5.39,1.61,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/15/2019,12:30 PM,   -     , -   , -   , -   ,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/15/2019,9:24 AM,146,9.33,3.92,1.17,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/15/2019,10:34 AM,73,7.25,3.05,0.91,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/15/2019,7:43 AM,198,19.85,8.34,2.49,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/15/2019,7:58 AM,142,17.12,7.19,2.15,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/15/2019,7:58 AM,133,13.32,5.6,1.67,Level 2
"Laan van Puntenburg 2, 3511 ER",Utrecht,Utrecht,9/16/2019,4:49 PM,278,27.91,11.72,3.5,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,9/16/2019,6:35 PM,183,13.32,5.6,1.67,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/16/2019,9:13 PM,147,8.4,3.53,1.05,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/16/2019,7:55 PM,60,6.04,2.54,0.76,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/16/2019,8:56 PM,   -     , -   , -   , -   ,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/16/2019,7:40 PM,  -    , -   , -   , -   ,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,9/16/2019,11:17 AM,533,54.26,22.79,6.81,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/16/2019,7:30 PM,39,1.78,0.75,0.22,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/16/2019,5:23 PM,80,8.12,3.41,1.02,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/16/2019,9:23 AM,342,29.06,12.21,3.65,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/16/2019,5:19 PM,64,3.58,1.5,0.45,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/16/2019,4:43 PM,100,7.59,3.19,0.95,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/16/2019,8:03 AM,228,11.72,4.92,1.47,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,9/16/2019,3:53 PM,66,4.18,1.76,0.52,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/16/2019,12:43 PM,240,20.11,8.45,2.52,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/16/2019,2:35 PM,124,11.85,4.98,1.49,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/16/2019,8:22 AM,161,8.42,3.54,1.06,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,9/16/2019,1:08 PM,142,9.07,3.81,1.14,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/16/2019,11:19 AM,231,11.43,4.8,1.44,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/16/2019,11:46 AM,188,8.22,3.45,1.03,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,9/16/2019,1:15 PM,57,6.57,2.76,0.83,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/16/2019,9:00 AM,274,31.8,13.36,3.99,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/16/2019,12:14 PM,64,3.94,1.66,0.5,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/16/2019,12:42 PM,34,3.34,1.4,0.42,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/16/2019,11:34 AM,73,7.11,2.99,0.89,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/16/2019,8:17 AM,104,5.22,2.19,0.66,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/16/2019,12:30 PM,   -     , -   , -   , -   ,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/16/2019,6:52 AM,233,15.63,6.57,1.96,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/16/2019,11:04 AM,42,2.62,1.1,0.33,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,9/16/2019,11:14 AM,   -     , -   , -   , -   ,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,9/16/2019,8:55 AM,70,7.05,2.96,0.89,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,9/17/2019,11:06 AM,10,0.39,0.16,0.05,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,9/17/2019,5:57 PM,121,11.87,4.99,1.49,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/17/2019,10:13 PM,54,3.11,1.31,0.39,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/17/2019,7:48 PM,116,11.4,4.79,1.43,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/17/2019,7:31 PM,53,4.6,1.93,0.58,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,9/17/2019,5:17 PM,144,7.59,3.19,0.95,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/17/2019,7:48 PM,   -     , -   , -   , -   ,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/17/2019,5:32 PM,126,12.78,5.37,1.6,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/17/2019,3:49 PM,176,17.97,7.55,2.26,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/17/2019,5:31 PM,34,1.8,0.76,0.23,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/17/2019,3:55 PM,105,4.17,1.75,0.52,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,9/17/2019,3:27 PM,104,9.48,3.98,1.19,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/17/2019,1:08 PM,210,20.41,8.57,2.56,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/17/2019,12:02 PM,161,7.9,3.32,0.99,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/17/2019,3:54 PM,   -     , -   , -   , -   ,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/17/2019,1:32 PM,142,7.72,3.24,0.97,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/17/2019,2:10 PM,63,3.35,1.41,0.42,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/17/2019,11:57 AM,151,15.74,6.61,1.98,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/17/2019,9:46 AM,218,10.98,4.61,1.38,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/17/2019,10:12 AM,45,2.29,0.96,0.29,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/17/2019,12:04 PM,56,5.53,2.32,0.69,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/17/2019,9:30 AM,164,8.69,3.65,1.09,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/17/2019,11:54 AM,   -     , -   , -   , -   ,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/17/2019,10:06 AM,93,9.7,4.07,1.22,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,9/17/2019,9:06 AM,119,7.84,3.29,0.98,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,9/17/2019,9:10 AM,118,12.2,5.12,1.53,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/17/2019,8:26 AM,154,15.69,6.59,1.97,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/17/2019,8:59 AM,15,0.77,0.33,0.1,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/17/2019,8:44 AM,124,12.54,5.27,1.57,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/17/2019,6:44 AM,191,21.71,9.12,2.72,Level 2
"Laan van Puntenburg 2, 3511 ER",Utrecht,Utrecht,9/18/2019,12:30 PM,27,2.21,0.93,0.28,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,9/18/2019,1:21 PM,42,2.5,1.05,0.31,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,9/18/2019,7:29 PM,412,37.29,15.66,4.68,Level 2
"Spoorstraat 22, 3511 EN",Utrecht,Utrecht,9/18/2019,11:06 PM,184,13.5,5.67,1.69,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/18/2019,8:11 PM,70,1.49,0.63,0.19,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/18/2019,7:30 PM,75,7.42,3.12,0.93,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,9/18/2019,7:05 PM,50,4.38,1.84,0.55,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/18/2019,4:14 PM,145,8.06,3.39,1.01,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/18/2019,5:20 PM,129,12.63,5.31,1.59,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/18/2019,5:51 PM,80,4.3,1.81,0.54,Level 2
"Moreelsepark 2, 3511 EP",Utrecht,Utrecht,9/18/2019,6:11 PM,52,5.18,2.17,0.65,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,9/18/2019,6:22 PM,37,2.14,0.9,0.27,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,9/18/2019,4:44 PM,103,5.75,2.42,0.72,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,9/18/2019,5:41 PM,39,2.37,1,0.3,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,9/18/2019,11:54 AM,362,34.48,14.48,4.33,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/18/2019,3:47 PM,91,6.61,2.78,0.83,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,9/18/2019,1:13 PM,228,23.51,9.87,2.95,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/18/2019,12:33 PM,148,6.24,2.62,0.78,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/18/2019,10:55 AM,42,2.07,0.87,0.26,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,9/18/2019,12:16 PM,108,12.45,5.23,1.56,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/18/2019,8:31 AM,51,2.36,0.99,0.3,Level 2
"Moreelsepark 2, 3511 EP",Utrecht,Utrecht,9/18/2019,11:29 AM,70,4.28,1.8,0.54,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/18/2019,10:33 AM,  -    ,0, -   , -   ,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/18/2019,8:15 AM,193,12.96,5.44,1.63,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/18/2019,11:32 AM,47,4.72,1.98,0.59,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,9/18/2019,11:32 AM,42,4.83,2.03,0.61,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/18/2019,9:27 AM,127,12.26,5.15,1.54,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/18/2019,10:38 AM,60,3.39,1.42,0.43,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/18/2019,8:56 AM,91,8.38,3.52,1.05,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/18/2019,8:43 AM,150,15.67,6.58,1.97,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,9/18/2019,8:50 AM,  -    ,0.01,0,0,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/18/2019,10:29 AM,  -    , -   , -   , -   ,Level 2
"Moreelsepark 2, 3511 EP",Utrecht,Utrecht,9/18/2019,5:30 AM,206,10.32,4.33,1.3,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/18/2019,8:37 AM,71,5.42,2.28,0.68,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/18/2019,8:42 AM,54,6,2.52,0.75,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/18/2019,7:32 AM,55,3.15,1.32,0.4,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/18/2019,6:56 AM,67,6.46,2.71,0.81,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,9/19/2019,4:44 PM,73,4.33,1.82,0.54,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/19/2019,7:47 PM,143,8.11,3.41,1.02,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/19/2019,5:47 PM,105,4.06,1.71,0.51,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/19/2019,6:45 PM,137,8.7,3.65,1.09,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/19/2019,7:04 PM,85,8.41,3.53,1.06,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/19/2019,5:20 PM,16,1.65,0.69,0.21,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/19/2019,7:20 PM,24,1.31,0.55,0.16,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/19/2019,6:56 PM,10,0.38,0.16,0.05,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/19/2019,5:30 PM,125,13.24,5.56,1.66,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/19/2019,5:17 PM,57,5.73,2.41,0.72,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,9/19/2019,8:58 AM,234,16.01,6.72,2.01,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/19/2019,2:34 PM,193,19.9,8.36,2.5,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/19/2019,4:59 PM,38,2.22,0.93,0.28,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/19/2019,12:19 PM,281,28.18,11.84,3.54,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/19/2019,9:37 AM,228,11.64,4.89,1.46,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/19/2019,2:23 PM,140,6.65,2.79,0.83,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/19/2019,3:02 PM,85,8.7,3.65,1.09,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/19/2019,2:20 PM,127,8.08,3.39,1.01,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,9/19/2019,12:28 PM,33,1.89,0.8,0.24,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,9/19/2019,2:57 PM,8,0.1,0.04,0.01,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,9/19/2019,12:11 PM,166,10.31,4.33,1.29,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,9/19/2019,12:41 PM,77,4.09,1.72,0.51,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/19/2019,11:24 AM,31,3.16,1.33,0.4,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,9/19/2019,7:17 AM,181,12.64,5.31,1.59,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/19/2019,11:12 AM,125,12.07,5.07,1.52,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/19/2019,12:05 PM,62,6.38,2.68,0.8,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/19/2019,9:27 AM,171,17.17,7.21,2.16,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/19/2019,12:19 PM,   -     , -   , -   , -   ,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,9/19/2019,10:41 AM,43,2.1,0.88,0.26,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/19/2019,10:41 AM,66,3.01,1.27,0.38,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/19/2019,10:07 AM,95,5.3,2.23,0.67,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,9/19/2019,9:12 AM,108,6.95,2.92,0.87,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,9/19/2019,10:08 AM,69,6.85,2.88,0.86,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/19/2019,10:04 AM,57,3.39,1.42,0.43,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,9/19/2019,9:31 AM,64,6.34,2.66,0.8,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,9/19/2019,9:16 AM,21,2.16,0.91,0.27,Level 2
"Moreelsepark 2, 3511 EP",Utrecht,Utrecht,9/19/2019,6:35 AM,82,8.09,3.4,1.02,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,9/20/2019,5:42 PM,45,2.53,1.06,0.32,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,9/20/2019,6:17 PM,413,45.37,19.06,5.69,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/20/2019,7:31 PM,116,7.06,2.96,0.89,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/20/2019,5:26 PM,3,0.25,0.1,0.03,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/20/2019,7:21 PM,144,14.67,6.16,1.84,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/20/2019,5:03 PM,134,14.37,6.04,1.8,Level 2
"Daalsesingel 30, 3511 SV",Utrecht,Utrecht,9/20/2019,5:51 PM,179,8.58,3.6,1.08,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,9/20/2019,5:05 PM,49,2.31,0.97,0.29,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,9/20/2019,5:33 PM,137,8.56,3.6,1.07,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/20/2019,5:20 PM,85,4.82,2.03,0.61,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/20/2019,5:06 PM,89,9.03,3.79,1.13,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/20/2019,5:22 PM,49,2.47,1.04,0.31,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/20/2019,2:24 PM,105,4.84,2.04,0.61,Level 2
"Jaarbeursplein 26, 3521 AP",Utrecht,Utrecht,9/20/2019,2:08 PM,101,9.21,3.87,1.16,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,9/20/2019,4:18 PM,21,1.36,0.57,0.17,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/20/2019,1:15 PM,181,9.52,4,1.19,Level 2
"Moreelsepark 2, 3511 EP",Utrecht,Utrecht,9/20/2019,10:20 AM,144,13.53,5.68,1.7,Level 2
"Abel Tasmanstraat 11, 3531 GR",Utrecht,Utrecht,9/20/2019,1:32 PM,66,3.86,1.62,0.48,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,9/20/2019,1:53 PM,52,5.17,2.17,0.65,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/20/2019,11:33 AM,165,16.47,6.92,2.07,Level 2
"Moreelsepark 2, 3511 EP",Utrecht,Utrecht,9/20/2019,2:13 PM,   -     , -   , -   , -   ,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/20/2019,12:24 PM,74,7.68,3.22,0.96,Level 2
"Rijnkade 3, 3511 LC",Utrecht,Utrecht,9/20/2019,12:13 PM,68,5.66,2.38,0.71,Level 2
"Daalsesingel 1, 3511 SV",Utrecht,Utrecht,9/20/2019,11:55 AM,68,7.42,3.12,0.93,Level 2
"Valeriusbaan 12, 3521 AB",Utrecht,Utrecht,9/20/2019,9:14 AM,158,11.76,4.94,1.48,Level 2
"Westplein 21, 3531 BL",Utrecht,Utrecht,9/20/2019,11:55 AM,58,5.94,2.49,0.75,Level 2
"Wolfstraat 11, 3513 SW",Utrecht,Utrecht,9/20/2019,9:22 AM,153,14.91,6.26,1.87,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/20/2019,11:11 AM,62,6.81,2.86,0.85,Level 2
"Graadt van Roggenweg 302, 3531 AH",Utrecht,Utrecht,9/20/2019,8:37 AM,180,11.82,4.96,1.48,Level 2
"Moreelsepark 10, 3511 EP",Utrecht,Utrecht,9/20/2019,8:35 AM,150,17.28,7.26,2.17,Level 2
"Arthur van Schendelstraat 39, 3511 MA",Utrecht,Utrecht,9/20/2019,8:22 AM,131,8,3.36,1,Level 2
